title,price,color,timestamp,url,buitenlaag,material,newarrival
Bodyconjurk met kraag,"€ 19,99",Zwart,1679445003,https://www2.hm.com/nl_nl/productpage.1146263001.html,"Katoen 55%, Polyester 38%, Elastaan 7%",Materiaal: Tricot,No New Arrival
Top met raglanmouwen,"€ 19,99",Grijszwart,1679445041,https://www2.hm.com/nl_nl/productpage.1040008008.html,"Katoen 81%, Polyester 19%",Materiaal: Tricot,No New Arrival
Katoenen T-shirtjurk,"€ 14,99",Lichtabrikoos,1679445078,https://www2.hm.com/nl_nl/productpage.0841434024.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
Set van 2 tepelcovers,"€ 9,99",Beige,1679445116,https://www2.hm.com/nl_nl/productpage.1037026001.html,"Silicone 91%, Polyurethaan 9%",No material,No New Arrival
Korte badstof jumpsuit,"€ 24,99",Lichtroze,1679445153,https://www2.hm.com/nl_nl/productpage.1088508001.html,"Katoen 85%, Polyester 15%",Materiaal: Badstof,No New Arrival
Double-breasted jas,"€ 59,99",Beige,1679445191,https://www2.hm.com/nl_nl/productpage.1115574003.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 90%, Viscose 9%, Elastaan 1%",No material,No New Arrival
Sport-bh van DryMove™ - Medium support,"€ 18,99",Kauwgomroze,1679445228,https://www2.hm.com/nl_nl/productpage.1143646002.html,"Polyamide 88%, Elastaan 12%",No material,No New Arrival
Satijnen blouse,"€ 29,99",Zwart,1679445265,https://www2.hm.com/nl_nl/productpage.1090706002.html,Polyester 100%,Materiaal: Satijn,No New Arrival
Pantalon,"€ 20,99",Lichtroze,1679445303,https://www2.hm.com/nl_nl/productpage.1107363003.html,"Polyester 80%, Viscose 18%, Elastaan 2%",No material,No New Arrival
H&M+ Oversized sweater met print,"€ 30,99",Lichtgrijs gemêleerd/Nirvana,1679445341,https://www2.hm.com/nl_nl/productpage.1137340002.html,"Katoen 50%, Polyester 50%",Materiaal: French Terry,No New Arrival
Blazer met driekwart mouwen,"€ 39,99",Lichtblauw,1679445379,https://www2.hm.com/nl_nl/productpage.1038808004.html,"Buitenlaag:Polyester 63%, Viscose 33%, Elastaan 4%
Voeringen:Polyester 100%",No material,New Arrival
MAMA Before & After Legging,"€ 14,99",Donkergrijs gemêleerd,1679445417,https://www2.hm.com/nl_nl/productpage.0752657009.html,"Katoen 55%, Polyester 40%, Elastaan 5%",Materiaal: Tricot,No New Arrival
"Strakke Nokimi jeans met lage taille
Monki","€ 20,00",Orkaan blauwe,1679445455,https://www2.hm.com/nl_nl/productpage.0985424001.html,"Katoen 83%, Polyester 15%, Elastaan 2%",Materiaal: Denim,No New Arrival
Ribgebreide trui met rits,"€ 34,99",Roomwit/rood,1679445492,https://www2.hm.com/nl_nl/productpage.1128821002.html,"Katoen 60%, Acryl 40%",No material,No New Arrival
"Always Fits Twisted Top
Good American","€ 70,00",Bright Poppy,1679445530,https://www2.hm.com/nl_nl/productpage.1162842001.html,"Polyester 95%, Elastaan 5%",No material,No New Arrival
"Nauwsluitende gebreide top van merinowol met uitlo
& Other Stories","€ 89,00",Lichtgrijs gemêleerd,1679445567,https://www2.hm.com/nl_nl/productpage.1156453001.html,Buitenlaag:Wol 100%,"Materiaal: Wol, Merinos",Merino Wool
"MINIMAL CROPPED V-NECK CARDIGAN
COS","€ 69,00",BLACK,1679445605,https://www2.hm.com/nl_nl/productpage.1142224001.html,"Polyamide 52%, Viscose 47%, Elastaan 1%",Materiaal: Tricot,New Arrival
Kanten beugel-bh zonder padding,"€ 17,99",Lichtpaars,1679445644,https://www2.hm.com/nl_nl/productpage.1094531014.html,"Buitenlaag:Polyamide 85%, Elastaan 15%
Zijpand:Polyamide 86%, Elastaan 14%",Materiaal: Kant,No New Arrival
MAMA Straight Ankle Jeans,"€ 39,99",Denimblauw,1679445681,https://www2.hm.com/nl_nl/productpage.1147771001.html,"Katoen 94%, Elastomultiester 5%, Elastaan 1%","Materiaal: Denim, Tricot",No New Arrival
Sporttop met ritssluiting van DryMove™,"€ 29,99",Lichtbeige,1679445719,https://www2.hm.com/nl_nl/productpage.1092588005.html,"Polyester 86%, Elastaan 14%",No material,No New Arrival
Dubbellaagse hardloopshort van DryMove™,"€ 30,99",Zwart,1679445756,https://www2.hm.com/nl_nl/productpage.1136838001.html,"Buitenlaag:Polyamide 100%
Voeringen:Polyester 87%, Elastaan 13%",No material,No New Arrival
Seamless push-up bh,"€ 22,99",Wit,1679445794,https://www2.hm.com/nl_nl/productpage.1133778002.html,"Mesh:Polyamide 84%, Elastaan 16%
Voering cup:Polyester 100%
Buitenlaag:Polyamide 92%, Elastaan 8%",No material,No New Arrival
"Taps toelopende jeans
& Other Stories","€ 79,00",Middenblauw,1679445831,https://www2.hm.com/nl_nl/productpage.1005456001.html,"Buitenlaag:Katoen 99%, Elastaan 1%
Zak:Katoen 100%","Materiaal: Katoen, Denim",DenimOrganic Cotton
Bootcut High Jeans,"€ 30,99",Roomwit,1679445870,https://www2.hm.com/nl_nl/productpage.1074295015.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,No New Arrival
Baseballjack,"€ 39,99",Donkerblauw/blokkleuren,1679445907,https://www2.hm.com/nl_nl/productpage.1146484001.html,"Voeringen:Polyester 0%
Buitenlaag:Polyester 0%
Coating:Polyurethaan 0%",No material,No New Arrival
"Geribde tanktop met racerback
ARKET","€ 17,00",Felroze,1679445945,https://www2.hm.com/nl_nl/productpage.0905140030.html,"Katoen 96%, Elastaan 4%","Materiaal: Katoen, Tricot",No New Arrival
"Dubbele ketting met parels en schakels
& Other Stories","€ 29,00",Goudkleurig,1679445983,https://www2.hm.com/nl_nl/productpage.1023882001.html,"Buitenlaag:Zoetwaterparel 60%, Metaal 40%",No material,No New Arrival
Glanzende overhemdblouse,"€ 19,99",Gebroken wit/dessin,1679446022,https://www2.hm.com/nl_nl/productpage.1009924032.html,Polyester 100%,No material,No New Arrival
"Midi-jurk met stroken
Monki","€ 40,00",Pink,1679446060,https://www2.hm.com/nl_nl/productpage.1085459013.html,"Polyester 98%, Elastaan 2%",No material,New Arrival
Geribde overslagtop,"€ 15,99",Wit,1679446098,https://www2.hm.com/nl_nl/productpage.1153714002.html,"Polyester 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
Denim short,"€ 17,99",Licht denimblauw,1679446135,https://www2.hm.com/nl_nl/productpage.0857879011.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,No New Arrival
"Oversized katoenen blouse
Monki","€ 35,00",Wit met blauwe print,1679446172,https://www2.hm.com/nl_nl/productpage.1036016022.html,Katoen 100%,Materiaal: Katoen,No New Arrival
Rechte utilitybroek,"€ 35,99",Licht kakigroen,1679446210,https://www2.hm.com/nl_nl/productpage.1139515002.html,Katoen 100%,"Materiaal: Katoen, Twill",No New Arrival
H&M+ Oversized sweatjurk met print,"€ 29,99",Pink/Nirvana,1679446248,https://www2.hm.com/nl_nl/productpage.1133576002.html,"Boord:Katoen 95%, Elastaan 5%
Buitenlaag:Katoen 62%, Polyester 38%",Materiaal: French Terry,No New Arrival
Ribgebreide trui,"€ 20,99",Zwart,1679446285,https://www2.hm.com/nl_nl/productpage.1096768003.html,"Viscose 70%, Polyamide 30%",No material,No New Arrival
Rechte broek,"€ 30,99",Roomwit,1679446323,https://www2.hm.com/nl_nl/productpage.1141498003.html,"Polyester 62%, Viscose 38%",No material,New Arrival
"Strakke top met kraag
& Other Stories","€ 49,00",Dark Blue,1679446361,https://www2.hm.com/nl_nl/productpage.1074010007.html,"Buitenlaag:Katoen 77%, Polyamide 21%, Elastaan 2%",No material,New Arrival
Sportbikinitop - High support,"€ 29,99",Cerise,1679446398,https://www2.hm.com/nl_nl/productpage.1070150002.html,"Polyamide 78%, Elastaan 22%",No material,No New Arrival
Singlet met kant,"€ 8,99",Lichtgrijs gemêleerd,1679446436,https://www2.hm.com/nl_nl/productpage.0572797076.html,"Katoen 92%, Viscose 5%, Elastaan 3%","Materiaal: Tricot, Kant",No New Arrival
Denim jack,"€ 29,99",Wit,1679446473,https://www2.hm.com/nl_nl/productpage.1032054003.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Set van 5 slips - Brazilian,"€ 15,99",Oudroze/wit/grijs gemêleerd,1679446511,https://www2.hm.com/nl_nl/productpage.0990702020.html,"Voering kruis:Katoen 100%
Buitenlaag:Elastaan 95%, Katoen 5%
Kant:Polyamide 83%, Elastaan 17%
Buitenlaag:Katoen 85%, Viscose 10%, Elastaan 5%","Materiaal: Tricot, Kant",No New Arrival
Jurk met ingerimpelde naden,"€ 54,99",Groen,1679446550,https://www2.hm.com/nl_nl/productpage.1152961002.html,Polyester 100%,No material,No New Arrival
Top met raglanmouwen,"€ 19,99",Grijszwart,1679446587,https://www2.hm.com/nl_nl/productpage.1040008008.html,"Katoen 81%, Polyester 19%",Materiaal: Tricot,No New Arrival
"Teldau Skater Dress
Fila","€ 75,00",Medieval Blue,1679446625,https://www2.hm.com/nl_nl/productpage.1187572001.html,"Viscose 61%, Polyamide 34%, Elastaan 5%",No material,New Arrival
Shaping High Jeans,"€ 49,99",Licht denimblauw,1679446664,https://www2.hm.com/nl_nl/productpage.0986343011.html,"Katoen 92%, Polyester 6%, Elastaan 2%",Materiaal: Denim,No New Arrival
MAMA Knot-detail nursing dress,"€ 24,99",Zwart/dessin,1679446702,https://www2.hm.com/nl_nl/productpage.1145435002.html,"Katoen 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
Strooien hoed,"€ 14,99",Beige,1679446740,https://www2.hm.com/nl_nl/productpage.1057731001.html,Papier 100%,No material,No New Arrival
90's Baggy High Waist Jeans,"€ 24,99",Lichtbeige,1679446795,https://www2.hm.com/nl_nl/productpage.1058700019.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Top van linnentricot met lange mouwen,"€ 19,99",Donkergrijs gemêleerd,1679446851,https://www2.hm.com/nl_nl/productpage.1046885003.html,Linnen 100%,Materiaal: Linnen,No New Arrival
Geribde tricot bodyconjurk,"€ 14,99",Zwart,1679446889,https://www2.hm.com/nl_nl/productpage.1077274002.html,"Polyester 61%, Viscose 33%, Elastaan 6%",Materiaal: Tricot,No New Arrival
MAMA Blouse met strikceintuur,"€ 19,99",Licht kakigroen,1679446926,https://www2.hm.com/nl_nl/productpage.1010725003.html,Viscose 100%,No material,No New Arrival
Ribgebreide bodyconjurk,"€ 35,99",Roomwit,1679446964,https://www2.hm.com/nl_nl/productpage.1163936001.html,"Polyester 55%, Viscose 23%, Polyamide 22%",No material,No New Arrival
"Enkellange broek met hoge taille
Monki","€ 40,00",Gebroken wit,1679447002,https://www2.hm.com/nl_nl/productpage.1127886002.html,"Katoen 98%, Elastaan 2%",Materiaal: Katoen,No New Arrival
Bodyconjurk met kraag,"€ 19,99",Donkerblauw/wit,1679447040,https://www2.hm.com/nl_nl/productpage.1146263006.html,"Buitenlaag:Katoen 55%, Polyester 36%, Elastaan 9%",Materiaal: Tricot,No New Arrival
Jacquardgeweven handtas,"€ 30,99",Roze/dessin,1679447077,https://www2.hm.com/nl_nl/productpage.0938930022.html,"Buitenlaag:Polyester 66%, Katoen 34%
Coating:Polyurethaan 100%
Voeringen:Polyester 100%",Materiaal: Twill,No New Arrival
"Bikinislip met crinkle-effect
ARKET","€ 25,00",Zwart,1679447115,https://www2.hm.com/nl_nl/productpage.1141399002.html,"Polyester 93%, Elastaan 7%
Voeringen:Polyamide 85%, Elastaan 15%",No material,New Arrival
Denim salopette,"€ 49,99",Zwart,1679447152,https://www2.hm.com/nl_nl/productpage.1035315001.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,No New Arrival
Kanten beugel-bh zonder padding,"€ 9,99",Roomwit,1679447189,https://www2.hm.com/nl_nl/productpage.1076480001.html,"Voeringen:Polyamide 100%
Buitenlaag:Polyamide 89%, Elastaan 11%",Materiaal: Kant,No New Arrival
Balconettebikinitop,"€ 17,99",Lichtblauw,1679447227,https://www2.hm.com/nl_nl/productpage.1048177005.html,"Buitenlaag:Polyamide 89%, Elastaan 11%
Voeringen:Polyamide 100%",No material,New Arrival
MAMA Joggershort,"€ 14,99",Zwart,1679447264,https://www2.hm.com/nl_nl/productpage.0959051002.html,"Elastisch boord:Katoen 55%, Polyester 40%, Elastaan 5%
Buitenlaag:Katoen 55%, Polyester 45%",Materiaal: French Terry,No New Arrival
Set van 2 singlets met kant,"€ 15,99",Zwart,1679447302,https://www2.hm.com/nl_nl/productpage.1146154001.html,"Katoen 97%, Elastaan 3%",Materiaal: Tricot,No New Arrival
Padded bh van kant,"€ 14,99",Lichtblauw,1679447340,https://www2.hm.com/nl_nl/productpage.1009069003.html,"Kant:Polyamide 91%, Elastaan 9%
Voering cup:Katoen 95%, Elastaan 5%
Buitenlaag:Polyamide 97%, Elastaan 3%",Materiaal: Kant,No New Arrival
Vest van viscosemix,"€ 27,99",Roze,1679447378,https://www2.hm.com/nl_nl/productpage.1149878001.html,"Viscose 76%, Polyester 18%, Polyamide 6%",No material,No New Arrival
Teddy sports sweatshirt,"€ 39,99",Marineblauw,1679447416,https://www2.hm.com/nl_nl/productpage.1106864002.html,Polyester 100%,Materiaal: Teddy,No New Arrival
Sportjack van fleece,"€ 54,99",Lichtbeige,1679447453,https://www2.hm.com/nl_nl/productpage.1123782001.html,"Details:Polyamide 100%
Buitenlaag:Polyester 100%",Materiaal: Fleece,No New Arrival
Tricot doorknoopjurk,"€ 19,99",Beige,1679447491,https://www2.hm.com/nl_nl/productpage.1059550003.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
Top met strikbanden,"€ 19,99",Zwart/wit geruit,1679447529,https://www2.hm.com/nl_nl/productpage.1153518001.html,"Voeringen:Polyester 80%, Katoen 20%
Buitenlaag:Polyester 67%, Katoen 33%",No material,New Arrival
Overhemdblouse met puntkraag,"€ 19,99",Rood,1679447568,https://www2.hm.com/nl_nl/productpage.1086131009.html,"Polyester 96%, Elastaan 4%",Materiaal: Kant,No New Arrival
"Cropped leren stretchbroek
ARKET","€ 359,00",Zwart,1679447607,https://www2.hm.com/nl_nl/productpage.0925815001.html,Leder 100%,Materiaal: Leer,No New Arrival
Set van 5 slips - Thong,"€ 14,99",Mintgroen/lichtpaars,1679447646,https://www2.hm.com/nl_nl/productpage.0875635034.html,"Katoen 95%, Elastaan 5%","Materiaal: Katoen, Tricot",New Arrival
"Capuchon met rits en trekkoord
Monki","€ 35,00",Zwart-wit abstracte tijger,1679447684,https://www2.hm.com/nl_nl/productpage.1145295008.html,"Katoen 60%, Polyester 40%",No material,No New Arrival
"Fitted soft t-shirt
Monki","€ 18,00",Wit,1679447722,https://www2.hm.com/nl_nl/productpage.1126712002.html,"Modal 48%, Katoen 47%, Elastaan 5%",Materiaal: Tricot,New Arrival
H&M+ Overslagjurk met dessin,"€ 29,99",Lichtblauw/bloemen,1679447759,https://www2.hm.com/nl_nl/productpage.1064702003.html,Viscose 100%,No material,No New Arrival
Jacquardgeweven handtas,"€ 30,99",Beige/gestreept,1679447799,https://www2.hm.com/nl_nl/productpage.0938930023.html,"Buitenlaag:Jute 41%, Polyester 37%, Katoen 13%, Viscose 9%
Coating:Polyurethaan 100%
Voeringen:Polyester 100%",Materiaal: Twill,No New Arrival
Body met lange mouwen,"€ 12,99",Roze,1679447836,https://www2.hm.com/nl_nl/productpage.1123802012.html,"Katoen 95%, Elastaan 5%","Materiaal: Katoen, Tricot",No New Arrival
Utilitybroek van canvas,"€ 20,99",Kakigroen,1679447873,https://www2.hm.com/nl_nl/productpage.1083344012.html,Katoen 100%,"Materiaal: Katoen, Canvas",No New Arrival
Chiffon jurk met dessin,"€ 19,99",Wit/bloemetjes,1679447911,https://www2.hm.com/nl_nl/productpage.1084015001.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 100%",Materiaal: Chiffon,No New Arrival
"Chunky suède chelseaboots
& Other Stories","€ 149,00",Zwart,1679447949,https://www2.hm.com/nl_nl/productpage.0979664001.html,"Top:Suède 100%
Zool:Thermoplastisch rubber 100%
Voeringen:Leder 100%","Materiaal: Leer, Suède",Premium Selection
Set van 3 slips - Hipster,"€ 12,99",Lichtbeige/wit,1679447988,https://www2.hm.com/nl_nl/productpage.0837249075.html,"Buitenlaag:Polyamide 92%, Elastaan 8%
Voering kruis:Katoen 100%
Kant:Polyamide 90%, Elastaan 10%",No material,No New Arrival
"Oversized overhemdjurk
Monki","€ 30,00",Kleine bloementuin,1679448025,https://www2.hm.com/nl_nl/productpage.0854714040.html,Polyester 100%,No material,No New Arrival
"Denim jurk met lange mouwen
Monki","€ 50,00",Stip,1679448063,https://www2.hm.com/nl_nl/productpage.1092810003.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Ajourgebreide trui,"€ 19,99",Groen,1679448102,https://www2.hm.com/nl_nl/productpage.1111777004.html,Acryl 100%,No material,No New Arrival
Bikinislip - Brazilian,"€ 15,99",Lichtblauw/dessin,1679448139,https://www2.hm.com/nl_nl/productpage.1050477007.html,"Voeringen:Polyester 88%, Elastaan 12%
Buitenlaag:Polyester 85%, Elastaan 15%",No material,No New Arrival
Utilitybroek van katoenen twill,"€ 35,99",Kakigroen,1679448177,https://www2.hm.com/nl_nl/productpage.1139516003.html,"Katoen 98%, Elastaan 2%","Materiaal: Katoen, Twill",No New Arrival
Pyjamatop en -short,"€ 19,99",Beige,1679448215,https://www2.hm.com/nl_nl/productpage.1113893001.html,"Polyester 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
"Tweed mini-jurk met ceintuur
& Other Stories","€ 149,00",Wit,1679448253,https://www2.hm.com/nl_nl/productpage.1097797003.html,"Buitenlaag:Katoen 65%, Polyester 20%, Acryl 15%",Materiaal: Katoen,No New Arrival
Oversized capuchonsweater met print,"€ 29,99",Roze/Aspen,1679448291,https://www2.hm.com/nl_nl/productpage.1095182007.html,"Katoen 59%, Polyester 41%",Materiaal: French Terry,No New Arrival
7 paar enkelsokken,"€ 9,99",Lichtblauw/bloemen,1679448331,https://www2.hm.com/nl_nl/productpage.0631536084.html,"Buitenlaag:Katoen 71%, Polyamide 28%, Elastaan 1%
Buitenlaag:Katoen 80%, Polyamide 19%, Elastaan 1%",No material,New Arrival
Set van 5 slips - Thong,"€ 19,99",Zwart,1679448369,https://www2.hm.com/nl_nl/productpage.1086278001.html,"Kant:Polyamide 89%, Elastaan 11%
Buitenlaag:Polyamide 86%, Elastaan 14%
Voering kruis:Katoen 100%",Materiaal: Kant,No New Arrival
Geribde tanktop,"€ 8,99",Zwart,1679448409,https://www2.hm.com/nl_nl/productpage.0882925001.html,"Katoen 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
"Relaxte linnen blazer
& Other Stories","€ 149,00",Lichtbeige,1679448446,https://www2.hm.com/nl_nl/productpage.1062857001.html,"Buitenlaag:Linnen 57%, Lyocell 43%",Materiaal: Linnen,Linen
Kostuumgilet,"€ 20,99",Lichtbeige,1679448484,https://www2.hm.com/nl_nl/productpage.1164501001.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 62%, Viscose 38%",No material,No New Arrival
MAMA Voedingsjurk,"€ 35,99",Roomwit/bloemen,1679448522,https://www2.hm.com/nl_nl/productpage.1115930002.html,"Buitenlaag:Viscose 100%
Voeringen:Polyester 100%",No material,New Arrival
Loafers,"€ 29,99",Zwart,1679448559,https://www2.hm.com/nl_nl/productpage.1115290001.html,"Bovenkant:Polyurethaan 100%
Voeringen:Polyester 100%
Buitenzool:Thermoplastisch rubber 100%",No material,No New Arrival
Overhemdjurk met broderie anglaise,"€ 64,99",Wit,1679448597,https://www2.hm.com/nl_nl/productpage.1142098001.html,Katoen 100%,No material,No New Arrival
Knitted bandeau top,"€ 29,99",Zwart,1679448634,https://www2.hm.com/nl_nl/productpage.1164770001.html,"Polyester 52%, Katoen 48%",No material,No New Arrival
"T-shirt met ronde hals
ARKET","€ 19,00",Zwart,1679448672,https://www2.hm.com/nl_nl/productpage.0630665001.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
Rok van viscose,"€ 19,99",Lichtgroen/bloemetjes,1679448709,https://www2.hm.com/nl_nl/productpage.0942952009.html,Viscose 100%,No material,No New Arrival
Jurk met vlindermouwen,"€ 64,99",Roomwit/dessin,1679448746,https://www2.hm.com/nl_nl/productpage.1160571001.html,"Viscose 82%, Polyamide 18%",No material,New Arrival
Rechte broek,"€ 49,99",Zwart,1679448784,https://www2.hm.com/nl_nl/productpage.1116041001.html,"Voering zak:Polyester 56%, Viscose 44%
Buitenlaag:Polyester 100%",No material,No New Arrival
Ochtendjas met wafeldessin,"€ 29,99",Paars,1679448822,https://www2.hm.com/nl_nl/productpage.0991755020.html,"Katoen 50%, Polyester 50%",No material,No New Arrival
Zelfklevende push-up bh,"€ 17,99",Lichtbeige,1679448859,https://www2.hm.com/nl_nl/productpage.0492892006.html,"Buitenlaag:Polyamide 88%, Elastaan 12%",No material,New Arrival
Ribgebreide jurk met kraag,"€ 34,99",Rood,1679448897,https://www2.hm.com/nl_nl/productpage.1088726005.html,"Polyester 55%, Polyamide 30%, Viscose 10%, Wol 5%",No material,No New Arrival
Oversized T-shirt,"€ 8,99",Wit,1679448935,https://www2.hm.com/nl_nl/productpage.1128482002.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
10 paar sokken,"€ 14,99",Zwart,1679448974,https://www2.hm.com/nl_nl/productpage.0717816001.html,"Katoen 75%, Polyester 22%, Elastaan 3%",No material,No New Arrival
Overhemdblouse met broderie anglaise,"€ 37,99",Helderblauw,1679449012,https://www2.hm.com/nl_nl/productpage.1153267004.html,Katoen 100%,No material,No New Arrival
Trui,"€ 25,99",Zwart/bloemen,1679449049,https://www2.hm.com/nl_nl/productpage.1107948001.html,Acryl 100%,No material,No New Arrival
H&M+ Doorknoopjurk met strikbandjes,"€ 20,99",Zwart,1679449086,https://www2.hm.com/nl_nl/productpage.1143221001.html,Viscose 100%,No material,New Arrival
Oversized trui,"€ 29,99",Lichtturkoois,1679449124,https://www2.hm.com/nl_nl/productpage.1110504002.html,"Polyester 90%, Wol 5%, Alpaca 3%, Elastaan 2%",No material,No New Arrival
Strooien hoed,"€ 10,99",Lichtbeige,1679449161,https://www2.hm.com/nl_nl/productpage.1121091002.html,"Papier 89%, Polyester 11%",No material,New Arrival
Kanten push-up bh,"€ 15,99",Zwart,1679449199,https://www2.hm.com/nl_nl/productpage.1102349001.html,"Kant:Polyamide 89%, Elastaan 11%
Buitenlaag:Polyamide 92%, Elastaan 8%
Voering cup:Polyester 100%",Materiaal: Kant,No New Arrival
Set van 2 kanten slips - Thong,"€ 12,99",Cerise,1679449236,https://www2.hm.com/nl_nl/productpage.1131372002.html,"Voering kruis:Katoen 100%
Buitenlaag:Polyamide 88%, Elastaan 12%",Materiaal: Kant,No New Arrival
Oversized overhemdblouse van popeline,"€ 19,99",Groen,1679449275,https://www2.hm.com/nl_nl/productpage.1134735003.html,Katoen 100%,No material,No New Arrival
Set van 3 kanten slips - Thong,"€ 15,99",Rood,1679449313,https://www2.hm.com/nl_nl/productpage.1110583001.html,"Mesh:Polyamide 88%, Elastaan 12%
Buitenlaag:Polyamide 88%, Elastaan 12%
Voering kruis:Katoen 100%",Materiaal: Kant,No New Arrival
Smalle ceintuur,"€ 10,99",Zwart,1679449351,https://www2.hm.com/nl_nl/productpage.1120502001.html,"Coating:Polyurethaan 100%
Buitenlaag:Polyester 100%",No material,No New Arrival
Sandaletten met sleehak,"€ 24,99",Zwart,1679449388,https://www2.hm.com/nl_nl/productpage.1069468001.html,"Voeringen:Polyurethaan 100%
Bovenkant:Polyurethaan 100%
Buitenzool:Thermoplastisch polyurethaan 100%",No material,No New Arrival
Satijnen jurk,"€ 59,99",Cerise,1679449426,https://www2.hm.com/nl_nl/productpage.1128656001.html,"Polyester 97%, Elastaan 3%",Materiaal: Satijn,No New Arrival
Straight High Jeans,"€ 34,99",Donkergrijs,1679449464,https://www2.hm.com/nl_nl/productpage.1091743004.html,Katoen 100%,Materiaal: Denim,No New Arrival
MAMA Ribbed nursing dress,"€ 24,99",Donker kakigroen,1679449501,https://www2.hm.com/nl_nl/productpage.1092217004.html,"Katoen 95%, Elastaan 5%","Materiaal: Katoen, Tricot",No New Arrival
"Cityblock Platform Wmn
Fila","€ 65,00",Marshmallow,1679449539,https://www2.hm.com/nl_nl/productpage.1185113001.html,"Bovenkant:Textiel 100%
Voeringen:Textiel 100%
Zool:Rubber 100%",No material,New Arrival
"Wild Rose
Love Stories","€ 34,99",Black,1679449576,https://www2.hm.com/nl_nl/productpage.1146832002.html,"Polyamide 90%, Elastaan 10%",No material,No New Arrival
Donzen jack met capuchon,"€ 139,00",Zwart,1679449614,https://www2.hm.com/nl_nl/productpage.1093809004.html,"Voeringen:Polyamide 100%
Buitenlaag:Polyamide 100%
Vulling:Dons 80%, Veren 20%",No material,Premium Selection
"Bandeaubikinitop met geborduurd schelpendessin
& Other Stories","€ 35,00",Blauw,1679449651,https://www2.hm.com/nl_nl/productpage.1087979001.html,"Buitenlaag:Polyamide 89%, Elastaan 11%
Voeringen:Polyamide 85%, Elastaan 15%",No material,No New Arrival
Satijnen negligé,"€ 22,99",Poederroze,1679449689,https://www2.hm.com/nl_nl/productpage.1139521003.html,"Polyester 97%, Elastaan 3%",Materiaal: Satijn,No New Arrival
Tailleceintuur van koord,"€ 19,99",Lichtbeige,1679449727,https://www2.hm.com/nl_nl/productpage.0944458001.html,"Buitenlaag:Polyester 100%
Voorpand:Polyester 83%, Elastodieen 17%
Coating:Polyurethaan 100%",No material,No New Arrival
Gesmokte bandeaubikinitop,"€ 17,99",Lichtpaars,1679449765,https://www2.hm.com/nl_nl/productpage.1039772002.html,"Voeringen:Polyester 88%, Elastaan 12%
Buitenlaag:Polyamide 87%, Elastaan 13%",No material,No New Arrival
"Relaxte geribde trui van mohair
& Other Stories","€ 129,00",Groen gestreept,1679449802,https://www2.hm.com/nl_nl/productpage.1131707001.html,"Buitenlaag:Mohair 36%, Wol 36%, Polyester 28%","Materiaal: Wol, Mohair",Wool
MAMA Denim short,"€ 29,99",Denimblauw,1679449840,https://www2.hm.com/nl_nl/productpage.1042942007.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,New Arrival
"Katoenen trui
ARKET","€ 79,00",Gebroken wit/zwart,1679449878,https://www2.hm.com/nl_nl/productpage.1015871016.html,Katoen 100%,Materiaal: Katoen,New Arrival
Flared tricot rok,"€ 14,99",Zwart/bloemetjes,1679449916,https://www2.hm.com/nl_nl/productpage.1094978007.html,"Viscose 83%, Polyester 15%, Elastaan 2%",Materiaal: Tricot,No New Arrival
Overhemdjack met volantkraag,"€ 34,99",Lichtblauw/bloemetjes,1679449954,https://www2.hm.com/nl_nl/productpage.1010439001.html,"Buitenlaag:Katoen 100%
Vulling:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
H&M+ 90s Baggy High Jeans,"€ 32,99",Denimblauw,1679449991,https://www2.hm.com/nl_nl/productpage.1143514001.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Geribde tanktop,"€ 8,99",Wit,1679450029,https://www2.hm.com/nl_nl/productpage.0882925002.html,"Katoen 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
MAMA Before & After Voedingsjurk,"€ 24,99",Zwart,1679450085,https://www2.hm.com/nl_nl/productpage.1060000001.html,"Katoen 50%, Modal 50%",Materiaal: Tricot,No New Arrival
H&M+ Oversized T-shirt,"€ 9,99",Donkergrijs,1679450123,https://www2.hm.com/nl_nl/productpage.1138771003.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
