title,price,color,timestamp,url,buitenlaag,material,newarrival
Pyjama van linnenmix,"€ 34,99",Lichtbeige,1679394365,https://www2.hm.com/nl_nl/productpage.1147707002.html,"Linnen 55%, Viscose 45%",Materiaal: Linnen,New Arrival
Bikerjack,"€ 49,99",Lichtbeige,1679394402,https://www2.hm.com/nl_nl/productpage.1128248002.html,"Voeringen:Polyester 100%
Buitenlaag:Polyurethaan 100%",No material,No New Arrival
Sportjack van DryMove™ met ritssluiting,"€ 34,99",Helderblauw,1679394440,https://www2.hm.com/nl_nl/productpage.1117587002.html,Polyester 100%,No material,No New Arrival
Pull-on short van linnenmix,"€ 14,99",Lichtbeige,1679394479,https://www2.hm.com/nl_nl/productpage.0993840010.html,"Buitenlaag:Viscose 55%, Linnen 45%
Voering zak:Katoen 100%",Materiaal: Linnen,No New Arrival
Pufferjas met capuchon,"€ 59,99",Zwart,1679394517,https://www2.hm.com/nl_nl/productpage.0972342001.html,"Voeringen:Polyester 100%
Vulling:Polyester 100%
Buitenlaag:Polyester 100%
Capuchonvoering:Polyester 100%",No material,No New Arrival
Balconettebikinitop,"€ 17,99",Zwart,1679394554,https://www2.hm.com/nl_nl/productpage.0963684018.html,"Voering zijpand:Polyester 88%, Elastaan 12%
Buitenlaag:Polyester 95%, Elastaan 5%",No material,No New Arrival
90's Baggy Ultra High Waist Jeans,"€ 29,99",Denimblauw,1679394594,https://www2.hm.com/nl_nl/productpage.1042555002.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Seamless superpush-up bh,"€ 22,99",Wit,1679394632,https://www2.hm.com/nl_nl/productpage.0923368002.html,"Mesh:Polyamide 84%, Elastaan 16%
Buitenlaag:Polyamide 94%, Elastaan 6%
Voering cup:Polyester 100%",Materiaal: Tricot,No New Arrival
Denim jack,"€ 29,99",Licht denimblauw,1679394670,https://www2.hm.com/nl_nl/productpage.1121726004.html,"Buitenlaag:Katoen 100%
Voering zak:Polyester 65%, Katoen 35%",Materiaal: Denim,No New Arrival
Leren ceintuur,"€ 15,99",Zwart/zilverkleurig,1679394707,https://www2.hm.com/nl_nl/productpage.0179950001.html,Leer 100%,No material,Premium Selection
Seamless geribd sportshirt,"€ 24,99",Zwart,1679394745,https://www2.hm.com/nl_nl/productpage.0886737001.html,Polyamide 100%,No material,No New Arrival
"Relaxte jas van alpacawolmix
& Other Stories","€ 229,00",Beige,1679394784,https://www2.hm.com/nl_nl/productpage.0298475001.html,"Voeringen:Viscose 50%, Polyester 50%
Buitenlaag:Alpaca 38%, Wol 37%, Polyamide 25%",Materiaal: Wol,Wool
Shaping High Ankle Jeans,"€ 49,99",Licht denimblauw,1679394822,https://www2.hm.com/nl_nl/productpage.0943436004.html,"Katoen 92%, Polyester 6%, Elastaan 2%",Materiaal: Denim,No New Arrival
Bikinislip,"€ 12,99",Zwart,1679394860,https://www2.hm.com/nl_nl/productpage.0962012004.html,"Buitenlaag:Polyamide 90%, Elastaan 10%
Voering kruis:Polyester 88%, Elastaan 12%",No material,New Arrival
"Favourite Cut jeans
& Other Stories","€ 79,00",Ivoorwit,1679394898,https://www2.hm.com/nl_nl/productpage.1109199005.html,"Buitenlaag:Katoen 61%, Elastaan 35%, Elastomultiester 3%, Lyocell 1%
Zak:Katoen 100%","Materiaal: Katoen, Denim",DenimOrganic CottonNew Arrival
T-shirt van linnen tricot met V-hals,"€ 17,99",Zwart,1679394936,https://www2.hm.com/nl_nl/productpage.1055982007.html,Linnen 100%,Materiaal: Linnen,No New Arrival
Blazer met ingerimpelde mouwen,"€ 40,99",Zwart,1679394974,https://www2.hm.com/nl_nl/productpage.1082177002.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
Gedrapeerde jurk,"€ 19,99",Zwart/bloemetjes,1679395011,https://www2.hm.com/nl_nl/productpage.1065968009.html,"Buitenlaag:Polyester 95%, Elastaan 5%
Voeringen:Polyester 92%, Elastaan 8%",Materiaal: Tricot,No New Arrival
"Waterafstotende single-breasted jas
Monki","€ 75,00",Zwart,1679395049,https://www2.hm.com/nl_nl/productpage.1127199005.html,"Polyester 83%, Katoen 17%",No material,New Arrival
Structuurgeweven blazer,"€ 54,99",Lichtbeige/zebradessin,1679395087,https://www2.hm.com/nl_nl/productpage.1145707005.html,"Buitenlaag:Katoen 52%, Polyester 44%, Linnen 4%
Voeringen:Polyester 100%",No material,New Arrival
Suède loafers met kwastjes,"€ 59,99",Beige,1679395125,https://www2.hm.com/nl_nl/productpage.1138670001.html,"Buitenzool:Geregenereerd leer 100%
Voeringen:Leder 100%
Bovenkant:Leder 100%",Materiaal: Leer,Premium Selection
Set van 7 katoenen slips - Hipster,"€ 17,99",Zwart,1679395162,https://www2.hm.com/nl_nl/productpage.1069414003.html,"Buitenlaag:Katoen 95%, Elastaan 5%
Voering kruis:Katoen 100%","Materiaal: Katoen, Tricot",No New Arrival
Utilitybroek met drawstrings,"€ 40,99",Zwart,1679395200,https://www2.hm.com/nl_nl/productpage.1162226006.html,"Polyester 72%, Polyamide 28%",No material,New Arrival
Rechte broek,"€ 30,99",Gebroken wit,1679395239,https://www2.hm.com/nl_nl/productpage.1114389004.html,"Voering zak:Polyester 100%
Buitenlaag:Polyester 100%
Coating:Polyurethaan 100%",No material,No New Arrival
Fringe-trimmed linen-blend trousers,"€ 59,99",Lichtbeige/gestreept,1679395277,https://www2.hm.com/nl_nl/productpage.1154700002.html,"Linnen 52%, Viscose 48%",Materiaal: Linnen,New Arrival
Wijde broek,"€ 19,99",Zwart,1679395319,https://www2.hm.com/nl_nl/productpage.1155351001.html,"Polyester 95%, Elastaan 5%",Materiaal: Tricot,No New Arrival
Oversized blouse,"€ 19,99",Black,1679395357,https://www2.hm.com/nl_nl/productpage.1085808001.html,Polyester 100%,No material,No New Arrival
Cut-out linen-blend blazer dress,"€ 59,99",Beige,1679395396,https://www2.hm.com/nl_nl/productpage.1160118001.html,"Voeringen:Polyester 53%, Viscose 47%
Buitenlaag:Linnen 53%, Katoen 25%, Viscose 22%",Materiaal: Linnen,New Arrival
Pyjamatop en -short met wafelstructuur,"€ 22,99",Lichtblauw/gestreept,1679395434,https://www2.hm.com/nl_nl/productpage.1154723003.html,"Polyester 65%, Katoen 35%",Materiaal: Tricot,No New Arrival
Push-up bikinitop,"€ 17,99",Wit,1679395472,https://www2.hm.com/nl_nl/productpage.1140653002.html,"Buitenlaag:Polyester 93%, Elastaan 7%
Voeringen:Polyester 89%, Elastaan 11%",No material,New Arrival
Push-up bikinitop,"€ 17,99",Groen/gestreept,1679395510,https://www2.hm.com/nl_nl/productpage.1140653001.html,"Voeringen:Polyester 89%, Elastaan 11%
Buitenlaag:Polyamide 85%, Elastaan 15%",No material,New Arrival
Katoenen overhemdblouse,"€ 19,99",Wit,1679395548,https://www2.hm.com/nl_nl/productpage.1090709001.html,Katoen 100%,Materiaal: Katoen,No New Arrival
MAMA Super Skinny Jeans,"€ 32,99",Zwart,1679395586,https://www2.hm.com/nl_nl/productpage.0946613003.html,"Elastisch boord:Katoen 95%, Elastaan 5%
Buitenlaag:Katoen 79%, Polyester 19%, Elastaan 2%",Materiaal: Denim,No New Arrival
Kanten jurk,"€ 30,99",Zwart,1679395624,https://www2.hm.com/nl_nl/productpage.1171201001.html,"Polyamide 97%, Elastaan 3%",Materiaal: Kant,New Arrival
Lange katoenen overhemdblouse,"€ 24,99",Wit,1679395662,https://www2.hm.com/nl_nl/productpage.1048238001.html,Katoen 100%,Materiaal: Katoen,No New Arrival
"Faux wrap midi overhemdjurk
& Other Stories","€ 149,00",Oranje print,1679395700,https://www2.hm.com/nl_nl/productpage.1125290001.html,Buitenlaag:Viscose 100%,No material,New Arrival
Flared High Jeans,"€ 25,99",Denimblauw,1679395738,https://www2.hm.com/nl_nl/productpage.1109636006.html,"Katoen 73%, Polyester 25%, Elastaan 2%",Materiaal: Denim,No New Arrival
10 paar sokken,"€ 14,99",Zwart,1679395776,https://www2.hm.com/nl_nl/productpage.0717816001.html,"Katoen 75%, Polyester 22%, Elastaan 3%",No material,No New Arrival
Utilitybroek van canvas,"€ 20,99",Wit,1679395814,https://www2.hm.com/nl_nl/productpage.1083344021.html,Katoen 100%,"Materiaal: Katoen, Canvas",New Arrival
"Loafers met ruitergesp
& Other Stories","€ 99,00",Zwart,1679395852,https://www2.hm.com/nl_nl/productpage.0492114003.html,"Zool:Geregenereerd leer 100%
Top:Leder 100%
Voeringen:Leder 100%",Materiaal: Leer,Leather
Sportsweater,"€ 29,99",Antracietgrijs,1679395891,https://www2.hm.com/nl_nl/productpage.1075451002.html,Katoen 100%,"Materiaal: Katoen, French Terry",No New Arrival
Jas van wolmix,"€ 159,00",Donker olijfgroen,1679395929,https://www2.hm.com/nl_nl/productpage.1113110001.html,"Voeringen:Polyester 100%
Buitenlaag:Wol 62%, Polyamide 38%",Materiaal: Wol,Premium Selection
Sweater,"€ 12,99",Zwart,1679395967,https://www2.hm.com/nl_nl/productpage.1143405001.html,"Katoen 60%, Polyester 40%",Materiaal: French Terry,No New Arrival
Kanten beugel-bh zonder padding,"€ 17,99",Rood,1679396005,https://www2.hm.com/nl_nl/productpage.1094531008.html,"Buitenlaag:Polyamide 85%, Elastaan 15%
Voering cup:Polyester 100%",Materiaal: Kant,No New Arrival
Ribgebreide top,"€ 22,99",Lichtroze,1679396043,https://www2.hm.com/nl_nl/productpage.1109391001.html,"Polyester 60%, Polyamide 23%, Wol 14%, Elastaan 3%",No material,No New Arrival
Badpak met padded cups,"€ 25,99",Lichtgroen,1679396081,https://www2.hm.com/nl_nl/productpage.1113879002.html,"Voeringen:Polyester 88%, Elastaan 12%
Buitenlaag:Polyester 96%, Elastaan 4%",No material,No New Arrival
"Wijde broek met persplooien
& Other Stories","€ 79,00",Zwart,1679396119,https://www2.hm.com/nl_nl/productpage.1090941001.html,"Buitenlaag:Polyester 62%, Viscose 34%, Elastaan 4%",No material,No New Arrival
MAMA Before & After Voedingsjurk,"€ 44,99",Lichtblauw,1679396157,https://www2.hm.com/nl_nl/productpage.1092302004.html,Viscose 100%,No material,No New Arrival
"Gerimpelde midi-jurk
Monki","€ 50,00",Rood,1679396195,https://www2.hm.com/nl_nl/productpage.1025827001.html,"Polyester 98%, Elastaan 2%",No material,No New Arrival
Legging met ritsen,"€ 29,99",Zwart,1679396233,https://www2.hm.com/nl_nl/productpage.1020362001.html,"Viscose 66%, Polyamide 29%, Elastaan 5%",Materiaal: Tricot,No New Arrival
Oversized sweater met print,"€ 29,99",Lichtgrijs gemêleerd/Nirvana,1679396274,https://www2.hm.com/nl_nl/productpage.1127637003.html,"Katoen 50%, Polyester 50%",Materiaal: French Terry,No New Arrival
Regenjack van StormMove™,"€ 59,99",Zwart,1679396312,https://www2.hm.com/nl_nl/productpage.1157812001.html,Polyester 100%,No material,No New Arrival
Overhemdjurk van denim met strikceintuur,"€ 39,99",Licht denimblauw,1679396350,https://www2.hm.com/nl_nl/productpage.1091767002.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
"Getailleerde blazerjurk met lint in de taille
& Other Stories","€ 199,00",Geel,1679396388,https://www2.hm.com/nl_nl/productpage.1127435001.html,"Buitenlaag:Wol 79%, Viscose 19%, Elastaan 2%
Voeringen:Acetaat 100%",Materiaal: Wol,Wool
Tricot top met kraag,"€ 19,99",Wit/gestreept,1679396426,https://www2.hm.com/nl_nl/productpage.1138932004.html,"Polyester 66%, Viscose 31%, Elastaan 3%",Materiaal: Tricot,No New Arrival
H&M+ Oversized overhemdjurk,"€ 29,99",Roomwit,1679396464,https://www2.hm.com/nl_nl/productpage.1037222002.html,Polyester 100%,Materiaal: Satijn,No New Arrival
DryMove™ Sporttop met sport-bh,"€ 19,99",Zwart,1679396502,https://www2.hm.com/nl_nl/productpage.1089883002.html,"Polyester 79%, Elastaan 21%",No material,No New Arrival
"Klassieke double-breasted jas
Monki","€ 80,00",Black magic,1679396540,https://www2.hm.com/nl_nl/productpage.0631964034.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 70%, Wol 20%, Andere vezels 10%",Materiaal: Wol,No New Arrival
MAMA Overslagtop,"€ 27,99",Rood,1679396578,https://www2.hm.com/nl_nl/productpage.1116293001.html,"Polyester 98%, Elastaan 2%",Materiaal: Tricot,New Arrival
True To You Slim High Jeans,"€ 49,99",Denimblauw,1679396617,https://www2.hm.com/nl_nl/productpage.1091545006.html,"Katoen 90%, Polyester 6%, Elastaan 4%",Materiaal: Denim,No New Arrival
Espadrilles met sleehak,"€ 44,99",Lichtbeige,1679396655,https://www2.hm.com/nl_nl/productpage.1154764001.html,"Bovenkant:Polypropyleen 100%
Voeringen:Katoen 100%
Binnenzool:Katoen 100%
Buitenzool:Thermoplastisch rubber 100%",No material,New Arrival
Strandjurk met overslag,"€ 25,99",Zwart,1679396693,https://www2.hm.com/nl_nl/productpage.1135738001.html,"Viscose 62%, Polyester 38%",No material,No New Arrival
Ribgebreid vest,"€ 24,99",Roze,1679396731,https://www2.hm.com/nl_nl/productpage.1130762006.html,"Katoen 60%, Acryl 40%",No material,No New Arrival
MAMA Mom Loose Ankle Jeans,"€ 39,99",Licht denimblauw,1679396769,https://www2.hm.com/nl_nl/productpage.1034349004.html,"Buitenlaag:Katoen 100%
Taille:Katoen 96%, Elastaan 4%","Materiaal: Katoen, Denim",No New Arrival
Satijnen jurk,"€ 19,99",Zwart,1679396807,https://www2.hm.com/nl_nl/productpage.1130289001.html,Polyester 100%,Materiaal: Satijn,No New Arrival
Push-up triangelbikinitop,"€ 15,99",Zwart,1679396846,https://www2.hm.com/nl_nl/productpage.0559616013.html,"Polyamide 87%, Elastaan 13%
Voering cup:Polyester 100%",No material,No New Arrival
Blouse met V-hals,"€ 19,99",Kakigroen,1679396889,https://www2.hm.com/nl_nl/productpage.0939703066.html,"Polyester 96%, Elastaan 4%",No material,No New Arrival
Fijngebreide kasjmier trui,"€ 109,00",Light blue marl,1679396927,https://www2.hm.com/nl_nl/productpage.0951932024.html,Kasjmier 100%,"Materiaal: Wol, Kasjmier",Premium Selection
Halterjurk,"€ 39,99",Groen,1679396965,https://www2.hm.com/nl_nl/productpage.1066656004.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
"Relaxed Cropped Pea Coat
& Other Stories","€ 149,00",Lichtbeige,1679397002,https://www2.hm.com/nl_nl/productpage.1157268001.html,"Buitenlaag:Katoen 97%, Elastaan 3%
Voeringen:Acetaat 100%",Materiaal: Katoen,New Arrival
Shaping Skinny Regular Jeans,"€ 49,99",Denimblauw,1679397042,https://www2.hm.com/nl_nl/productpage.0986428020.html,"Katoen 92%, Polyester 6%, Elastaan 2%",Materiaal: Denim,No New Arrival
Tricot pyjama,"€ 22,99",Lichtblauw/stippen,1679397080,https://www2.hm.com/nl_nl/productpage.0970593017.html,Katoen 100%,Materiaal: Tricot,No New Arrival
Blouse van chiffon,"€ 19,99",Roomwit,1679397118,https://www2.hm.com/nl_nl/productpage.1069103001.html,Polyester 100%,Materiaal: Chiffon,No New Arrival
Mouwloze jurk van bouclégaren,"€ 35,99",Roomwit,1679397155,https://www2.hm.com/nl_nl/productpage.1129120001.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
"Relaxte jas van alpacawolmix
& Other Stories","€ 229,00",Donkerblauw,1679397193,https://www2.hm.com/nl_nl/productpage.0298475009.html,"Voeringen:Viscose 51%, Polyester 49%
Buitenlaag:Alpaca 36%, Wol 36%, Polyamide 28%",Materiaal: Wol,Wool
Slim Regular Jeans,"€ 27,99",Denimblauw,1679397231,https://www2.hm.com/nl_nl/productpage.1137269003.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,New Arrival
Single-breasted blazer,"€ 49,99",Lichtroze,1679397269,https://www2.hm.com/nl_nl/productpage.1138560003.html,"Buitenlaag:Polyester 88%, Viscose 10%, Elastaan 2%
Voeringen:Polyester 100%",No material,No New Arrival
Leren ceintuur,"€ 15,99",Zwart/goudkleurig,1679397308,https://www2.hm.com/nl_nl/productpage.0179950017.html,Leer 100%,No material,Premium Selection
Overhemdjurk met strikceintuur,"€ 35,99",Lichtbeige/gestreept,1679397346,https://www2.hm.com/nl_nl/productpage.1129134002.html,Polyester 100%,No material,No New Arrival
Pantalon,"€ 27,99",Donkerbeige,1679397384,https://www2.hm.com/nl_nl/productpage.1036648015.html,"Buitenlaag:Polyester 63%, Viscose 35%, Elastaan 2%
Voering zak:Polyester 100%",No material,No New Arrival
Slim Mom High Ankle Jeans,"€ 25,99",Denimblauw,1679397423,https://www2.hm.com/nl_nl/productpage.0941666036.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,No New Arrival
Set van 5 kanten slips - Hipster,"€ 25,99",Lichtblauw/wit,1679397461,https://www2.hm.com/nl_nl/productpage.1127764003.html,"Voering kruis:Katoen 100%
Buitenlaag:Polyamide 88%, Elastaan 12%",Materiaal: Kant,No New Arrival
Gesmokte top,"€ 14,99",Wit,1679397499,https://www2.hm.com/nl_nl/productpage.1067123002.html,Katoen 100%,No material,No New Arrival
T-shirt met V-hals,"€ 9,99",Zwart,1679397537,https://www2.hm.com/nl_nl/productpage.1169208001.html,Viscose 100%,Materiaal: Tricot,New Arrival
Overhemdjurk met strikceintuur,"€ 34,99",Zwart/dessin,1679397575,https://www2.hm.com/nl_nl/productpage.1052128004.html,Polyester 100%,No material,No New Arrival
90's Baggy Low Jeans,"€ 30,99",Zwart,1679397630,https://www2.hm.com/nl_nl/productpage.1113296005.html,"Voering zak:Katoen 65%, Polyester 35%
Buitenlaag:Katoen 100%",Materiaal: Denim,No New Arrival
90's Straight High Jeans,"€ 30,99",Denimblauw,1679397668,https://www2.hm.com/nl_nl/productpage.1066976016.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Oversized capuchonvest,"€ 24,99",Zwart,1679397705,https://www2.hm.com/nl_nl/productpage.1139538001.html,"Katoen 59%, Polyester 41%",Materiaal: French Terry,No New Arrival
"Halflange aansluitende wollen jas
& Other Stories","€ 199,00",Beige,1679397743,https://www2.hm.com/nl_nl/productpage.1123926001.html,"Buitenlaag:Wol 60%, Viscose 20%, Polyamide 20%
Voeringen:Polyester 100%",Materiaal: Wol,Wool
"Trui met col
& Other Stories","€ 39,00",Helderroze,1679397781,https://www2.hm.com/nl_nl/productpage.1008611027.html,"Buitenlaag:Polyester 52%, Acryl 38%, Wol 8%, Elastaan 2%",No material,No New Arrival
Oversized T-shirt met print,"€ 15,99",Lichtroze/Boston,1679397819,https://www2.hm.com/nl_nl/productpage.1018158016.html,Katoen 100%,"Materiaal: Katoen, Tricot",No New Arrival
Jurk met ingerimpelde zijnaden,"€ 40,99",Lichtbeige,1679397857,https://www2.hm.com/nl_nl/productpage.1152960002.html,Polyester 100%,No material,No New Arrival
Jurk met drawstrings,"€ 30,99",Helderblauw,1679397895,https://www2.hm.com/nl_nl/productpage.1154733002.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",Materiaal: Chiffon,New Arrival
Fijngebreid vest,"€ 29,99",Donkertaupe,1679397933,https://www2.hm.com/nl_nl/productpage.1009738004.html,"Polyester 60%, Polyamide 35%, Wol 5%",No material,No New Arrival
Waterafstotende broek,"€ 29,99",Zwart,1679397970,https://www2.hm.com/nl_nl/productpage.1089289002.html,Polyamide 100%,No material,No New Arrival
Wijde joggers,"€ 22,99",Lichttaupe,1679398008,https://www2.hm.com/nl_nl/productpage.1005176011.html,"Katoen 60%, Polyester 40%",Materiaal: French Terry,No New Arrival
MAMA Geribd T-shirt,"€ 17,99",Zwart,1679398046,https://www2.hm.com/nl_nl/productpage.1078106001.html,"Polyester 60%, Viscose 35%, Elastaan 5%",Materiaal: Tricot,No New Arrival
Knitted bandeau top,"€ 29,99",Roomwit,1679398084,https://www2.hm.com/nl_nl/productpage.1164770002.html,"Katoen 48%, Polyester 47%, Polyamide 4%, Elastaan 1%",No material,New Arrival
Bikinislip - Brazilian,"€ 15,99",White,1679398122,https://www2.hm.com/nl_nl/productpage.1027866006.html,"Buitenlaag:Polyester 95%, Elastaan 5%
Voeringen:Polyester 82%, Elastaan 18%",No material,No New Arrival
Sportsinglet met drawstring van DryMove™,"€ 12,99",Lichtbeige,1679398160,https://www2.hm.com/nl_nl/productpage.1136170002.html,"Polyester 87%, Elastaan 13%",No material,New Arrival
Slim Mom High Ankle Jeans,"€ 25,99",Denimblauw,1679398198,https://www2.hm.com/nl_nl/productpage.0941666038.html,"Katoen 99%, Elastaan 1%",Materiaal: Denim,No New Arrival
Overslagjurk met borduursel,"€ 64,99",Zwart/borduursel,1679398236,https://www2.hm.com/nl_nl/productpage.1140688001.html,Katoen 100%,Materiaal: Katoen,No New Arrival
Gewatteerd pilotenjack,"€ 39,99",Lichtroze,1679398274,https://www2.hm.com/nl_nl/productpage.1086386008.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%
Vulling:Polyester 100%",No material,No New Arrival
Satijnen jurk met strikceintuur,"€ 39,99",Zwart,1679398312,https://www2.hm.com/nl_nl/productpage.1058466004.html,Polyester 100%,Materiaal: Satijn,No New Arrival
Set van 7 katoenen slips - Hipster,"€ 17,99",Pink/White,1679398350,https://www2.hm.com/nl_nl/productpage.1069414004.html,"Voering kruis:Katoen 100%
Buitenlaag:Katoen 95%, Elastaan 5%","Materiaal: Katoen, Tricot",New Arrival
"Oversized pilotenjack
Monki","€ 60,00",Zwart,1679398389,https://www2.hm.com/nl_nl/productpage.1082066001.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 100%",No material,No New Arrival
Dressed broek - High waist,"€ 29,99",Helderblauw,1679398426,https://www2.hm.com/nl_nl/productpage.1098119007.html,"Buitenlaag:Viscose 76%, Polyester 24%
Voering zak:Polyester 100%",No material,No New Arrival
Structuurgeweven jasje,"€ 54,99",Roomwit,1679398464,https://www2.hm.com/nl_nl/productpage.1140930002.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 53%, Acryl 47%",No material,No New Arrival
Satijnen jurk met strikband,"€ 40,99",Lichtgroen,1679398501,https://www2.hm.com/nl_nl/productpage.1154525001.html,Polyester 100%,Materiaal: Satijn,No New Arrival
Denim salopette - Mom Fit,"€ 39,99",Beige,1679398539,https://www2.hm.com/nl_nl/productpage.1030061011.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
Set van 2 no-show light shaping shorts,"€ 22,99",Zwart,1679398577,https://www2.hm.com/nl_nl/productpage.0278811006.html,"Voering kruis:Katoen 100%
Buitenlaag:Polyamide 80%, Elastaan 20%",No material,No New Arrival
Padded bandeaubikinitop,"€ 15,99",Wit,1679398614,https://www2.hm.com/nl_nl/productpage.1071075003.html,"Buitenlaag:Polyester 95%, Elastaan 5%
Voeringen:Polyester 89%, Elastaan 11%",No material,No New Arrival
Midlayer-jack van DryMove™,"€ 24,99",Zwart,1679398652,https://www2.hm.com/nl_nl/productpage.1089475001.html,"Voering zak:Polyester 79%, Elastaan 21%
Buitenlaag:Polyester 79%, Elastaan 21%",No material,No New Arrival
Bikinislip - Brazilian,"€ 15,99",Zwart,1679398689,https://www2.hm.com/nl_nl/productpage.1039771003.html,"Voering kruis:Polyester 88%, Elastaan 12%
Buitenlaag:Polyamide 86%, Elastaan 14%",No material,No New Arrival
Structuurgeweven blazer,"€ 59,99",Neongroen/geruit,1679398726,https://www2.hm.com/nl_nl/productpage.1141585002.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 100%",No material,No New Arrival
Set van 2 superpush-up bh‘s,"€ 29,99",Lichtbeige/zwart,1679398764,https://www2.hm.com/nl_nl/productpage.1079171001.html,"Voering zijpand:Polyamide 88%, Elastaan 12%
Buitenlaag:Polyamide 85%, Elastaan 15%",Materiaal: Tricot,No New Arrival
Ribgebreide top,"€ 22,99",Roomwit/gestreept,1679398801,https://www2.hm.com/nl_nl/productpage.1116145002.html,"Polyester 57%, Polyamide 40%, Wol 3%",No material,No New Arrival
Bouclé jasje,"€ 79,99",Roomwit,1679398839,https://www2.hm.com/nl_nl/productpage.1129034002.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 100%",No material,No New Arrival
90s Baggy High Jeans,"€ 32,99",Zwart,1679398876,https://www2.hm.com/nl_nl/productpage.1126815004.html,Katoen 100%,"Materiaal: Katoen, Denim",No New Arrival
"Broek met hoge taille en wijde pijpen
Monki","€ 35,00",Bruin,1679398913,https://www2.hm.com/nl_nl/productpage.1009470008.html,"Polyester 78%, Viscose 20%, Elastaan 2%",No material,No New Arrival
"Bikinibroek
Weekday","€ 15,00",Marineblauw,1679398951,https://www2.hm.com/nl_nl/productpage.1061771008.html,"Buitenlaag:Polyamide 80%, Elastaan 20%",No material,New Arrival
Structuurgeweven jasje,"€ 69,99",Lichtblauw/geruit,1679398989,https://www2.hm.com/nl_nl/productpage.1145920002.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
Seamless sportlegging van DryMove™,"€ 19,99",Pruimenpaars,1679399029,https://www2.hm.com/nl_nl/productpage.0924722028.html,"Polyamide 92%, Elastaan 8%",No material,No New Arrival
Balconettebikinitop,"€ 17,99",Cerise,1679399067,https://www2.hm.com/nl_nl/productpage.1048177004.html,"Buitenlaag:Polyester 80%, Elastaan 20%
Voeringen:Polyester 88%, Elastaan 12%",No material,New Arrival
Broek met smal toelopende pijpen,"€ 25,99",Zwart,1679399104,https://www2.hm.com/nl_nl/productpage.1137888001.html,"Voering zak:Polyester 100%
Buitenlaag:Polyester 79%, Viscose 19%, Elastaan 2%",Materiaal: Twill,No New Arrival
Sweater met broderie anglaise,"€ 29,99",Zwart,1679399142,https://www2.hm.com/nl_nl/productpage.1131435003.html,"Katoen 80%, Polyester 20%",Materiaal: French Terry,No New Arrival
Blazerjurk met strikceintuur,"€ 49,99",Zwart,1679399179,https://www2.hm.com/nl_nl/productpage.1127697002.html,"Buitenlaag:Polyester 100%
Voeringen:Polyester 100%",No material,No New Arrival
Padded bikinitop,"€ 17,99",Lichtblauw,1679399217,https://www2.hm.com/nl_nl/productpage.1133162002.html,"Buitenlaag:Polyester 96%, Elastaan 4%
Voeringen:Polyester 88%, Elastaan 12%",No material,No New Arrival
Sport-bh van DryMove™ - High support,"€ 19,99",Helderblauw,1679399254,https://www2.hm.com/nl_nl/productpage.1124757002.html,"Mesh:Polyamide 84%, Elastaan 16%
Buitenlaag:Polyester 76%, Elastaan 24%",No material,No New Arrival
Mom Loose-fit High Ankle Jeans,"€ 27,99",Licht denimblauw,1679399293,https://www2.hm.com/nl_nl/productpage.1068429002.html,"Katoen 99%, Elastaan 1%","Materiaal: Katoen, Denim",No New Arrival
Geribde flared broek,"€ 24,99",Zwart,1679399330,https://www2.hm.com/nl_nl/productpage.1101615001.html,"Viscose 76%, Polyester 18%, Polyamide 6%",No material,No New Arrival
Peplumblouse,"€ 24,99",Groenturkoois,1679399368,https://www2.hm.com/nl_nl/productpage.1142209002.html,Polyester 100%,No material,No New Arrival
Jacquardgeweven handtas,"€ 30,99",Zwart/dessin,1679399405,https://www2.hm.com/nl_nl/productpage.0938930021.html,"Voeringen:Polyester 100%
Buitenlaag:Polyester 51%, Katoen 39%, Viscose 10%",Materiaal: Twill,No New Arrival
Overhemdjurk met ingerimpelde naden,"€ 30,99",Licht pistachegroen,1679399443,https://www2.hm.com/nl_nl/productpage.1155744001.html,"Katoen 98%, Elastaan 2%",No material,No New Arrival
Top van zijdemix,"€ 30,99",Donkertaupe,1679399480,https://www2.hm.com/nl_nl/productpage.0776746033.html,"Zijde 50%, Katoen 50%","Materiaal: Zijde, Tricot",Premium Selection
Sportjack van DryMove™,"€ 34,99",Zwart,1679399518,https://www2.hm.com/nl_nl/productpage.1087560001.html,"Polyester 83%, Elastaan 17%",No material,No New Arrival
